title,content,media,keyword
元ＫＡＲＡ・ハラさん自殺の「深層」　相次ぐタレント自殺、背景に“韓国芸能界の闇”か,"
　２４日、ソウル市内の自宅で自殺したとみられる韓国の女性グループ、ＫＡＲＡの元メンバー、ク・ハラさん。２８歳だった。昨年１０月に元恋人から受けたリベンジポルノを告白し、５月に自殺未遂をしていた。６月からは日本で活動をしていたが、闇を断ち切ることができなかったのだろうか。【写真】セクシーなヒップダンスで一大ブームを巻き起こしたＫＡＲＡ　２０１１年にはＫＡＲＡとしてＮＨＫ紅白歌合戦に出場し、１４年には「世界で最も美しい顔１００人」に選ばれたこともあるハラさん。

　複数の韓国メディアによると、ハラさんは２４日午後６時９分ごろ、韓国・ソウル市江南区の自宅で亡くなっているのが見つかった。２２日に「韓国に用事がある」と帰国していた。２３日のインスタグラムでは、韓国語で「おやすみ」と書き、横たわりほほ笑んだ写真をアップしていた。

　彼女にいったい何があったのか。真相はまだ明らかではないが、昨年１０月には元恋人のリベンジポルノで脅迫や暴力を受けていたことを告白。今年５月には自宅で自殺未遂したと報じられた際には、「いろいろなことが重なり、心がつらくなってしまいました」と謝罪。鬱病が原因ともされていた。

　６月からは日本の芸能事務所と契約し、ＨＡＲＡ名義でソロとして再始動、ツアーやテレビ出演など精力的に活動していた。しかし１０月には韓国女性アイドル、ｆ（ｘ）の元メンバーで親友のソルリさんが２５歳で自殺。ハラさんはＳＮＳで涙ながらに彼女への思いをつづっていた。さらに元恋人との法廷トラブルも尾を引いていたとも。

　韓国芸能界ではタレントの自殺が後を絶たない。２０１７年１２月には日本でも人気の男性アイドルグループ「ＳＨＩＮｅｅ」（シャイニー）のジョンヒョンさんが２７歳の若さで死亡。０３年に日本でも社会現象になった「冬のソナタ」に出演したパク・ヨンハさんは、１０年６月に３２歳で亡くなっている。自殺とみられている。

　女優のイ・ウンジュさん（享年２４）は、０５年２月に自殺。映画でベッドシーンを強要されたことなどが原因とみられている。０９年には韓国版「花より男子」でブレークしたチャン・ジャヨンさん（享年２９）が性接待を理由に自宅で首をつり自殺している。

　華やかな世界の陰に、深い闇が広がっているのか。",夕刊フジ,ク・ハラ
オム・ジョンファ、故ク・ハラを追悼　「繊細で純粋な心に、傷が痛む」,"
【STARNEWS】歌手で女優のオム・ジョンファが、故ク・ハラを追悼した。 

　オム・ジョンファは25日、写真共有ソーシャル・ネットワーキング・サービス（SNS）「インスタグラム」に、「無気力な夜を過ごした」で始まる長文のコメントを掲載した。【写真】殯所に掲げられた故ク・ハラの遺影",朝鮮日報日本語版,ク・ハラ
キム・シニョン、ラジオ生放送中に故ク・ハラ哀悼し涙…,"
タレントのキム・シニョンが故ク・ハラ（元KARA）を哀悼し涙を流した。

　25日放送されたMBC FM4U「正午の希望曲 キム・シニョンです」で、DJキム・シニョンがオープニング途中、ク・ハラの悲報に言及し涙を流した。ハラ（KARA）のプロフィールと写真　この日、キム・シニョンは「小さなことにも真心を尽くせば世の中が変わる。きょうはとても寒い日だ。体も心も寒い」とオープニングでコメントした。

　続けて「ラジオを7年ほど続けているが、昨日は本当に、きょうもさよならできなかった日のようだ」とし、「ラジオをしなければならないが、生放送というのが本当につらい。DJとして頑張らなきゃいけないのに…」と涙声で話し、しばらく言葉を詰まらせた。

　キム・シニョンは2009年に放送されたKBSバラエティ番組「青春不敗」で故ク・ハラと共演するなど、これまで友情を築いてきた。",WoW!Korea,ク・ハラ
「AOA」、ショーケースに続き新曲MVティザー公開も中止＝故ク・ハラの悲報受け,"
韓国ガールズグループ「AOA」が先輩歌手であるガールズグループ「KARA」の元メンバー ク・ハラの悲報を受け、今回の新曲ミュージックビデオ（MV）ティザー公開も中止した。AOAのプロフィールと写真　「AOA」所属事務所FNCエンターテインメントは25日「同日、リリースよていだったAOAのMVティザー公開が中止されたことをお知らせする。待ちわびていたファンの皆さんにご理解いただきたい。悲報に深い哀悼の意を表し、故人の冥福をお祈りする」と伝えた。

　これに先立ち、「AOA」はきょう（26日）行われる予定だった6thミニアルバム「NEW MOON」発売記念ショーケースも中止した。FNC側は「当社とAOAは芸能界の悲報に深い哀悼の意を表し、謹んで故人の冥福をお祈りする。また突然の日程中止について、お詫びする」と伝えた。",WoW!Korea,ク・ハラ
パク・ソルミ、ハラの悲報を受けてIUを慰労　「気持ちが沈んでいたはずの彼女へ」,"
【edaily】女優パク・ソルミが、歌手IU（アイユー）のコンサート鑑賞後記と共に慰めの気持ちを伝えた。 【写真】殯所に掲げられた故ク・ハラの遺影　パク・ソルミは25日、写真共有ソーシャル・ネットワーキング・サービス（SNS）「インスタグラム」に、コンサート応援グッズのライトスティックの写真と共に文章を掲載した。パク・ソルミは「今回の公演もやっぱり、彼女は美しく、堂々として、かっこよかった。過去の公演に比べてやや落ち着いてたみたいだったけど、より強く、より余裕ある感じに見えた」と、コンサート鑑賞後記をつづった。",朝鮮日報日本語版,ク・ハラ
元ＫＡＲＡ・ハラさん　“自殺”前投稿の真意と日本で活躍への批判,"
「実は亡くなる前日にインスタグラムで『こんにちは』という短い投稿をあげていましたが、ハラさんはスグに削除しているんです。すでに命を絶つことを決意していたんだと思います。韓国語で『こんにちは』を表す『アンニョン』という言葉は、『さようなら』も意味しますから。ファンへのメッセージだったのでしょう」（韓国芸能プロ関係者）【写真】ＫＡＲＡ全盛期、メンバーとともに臨んだロケで無邪気な笑顔を見せていたハラさん元ガールズグループ「ＫＡＲＡ」のク・ハラさん（28）が、亡くなったことが判明した。冒頭で紹介した投稿を見たマネージャーが心配し、何度も連絡を試みたがつながらず、11月24日にソウル市江南区のハラさんの自宅に急行。すでに息をせず、倒れているのを発見した。自宅からは遺書のようなモノも見つかっている。

「心労が募っての自殺と思われます。最近のインスタグラムには、こんな投稿が目立っていました。『たった一つの言葉で人を殺すこともできる』『幸せなふり、大丈夫なふり、もうやめにしたい……』と。彼女は幼い頃に両親が離婚しています。育ててくれた祖母も’11年１月に亡くなり、支えになる存在がいなかった。マネージャーもハラさんの精神的な落ち込みを気にかけ、イベント後の記者会見などでは記者からの質問を取りやめるなどの配慮をしていました」（韓国紙記者）

ハラさんを追い詰めたのが、ネット上の猛バッシングだと言われる。

「キッカケは昨年９月に発覚した、元交際相手の美容師との暴力問題です。当初は別れ話から暴行を受けわいせつな動画を流すと脅迫されるなど、ハラさんが被害者という立場でした。しかし元交際相手も『ハラから暴行を受けていた』と反論。法廷闘争に発展すると、ネットは『自分だけ被害者ぶって』『炎上商法』と彼女への悪意ある書き込みで溢れました。韓国のバッシングの激烈さは、日本の比ではありません。日本ではコメントを書き込めるネット媒体は『ヤフーニュース』ぐらいですが、韓国では新聞でも雑誌でもほぼすべての媒体に書き込みができるんです」（同前）

バッシングを受けたハラさんは、今年５月に自宅で自殺未遂を図り意識不明の重体となった。このときは幸いスグに回復。６月からは拠点を日本に移し活動したが、このことで更なるバッシングを受けた。

「韓国のネットが『親日家の犬』と、ハラさんを叩き始めたんです。日韓関係が悪化し始めた時期だったため、日本で活躍するハラさんに悪意を持った人が多く、また炎上した。新曲や４都市で行われた日本ツアーの売り上げが振るわなかったことも、ハラさんを精神的に追い詰めた一因でしょう。決定打となったのが、今年10月に親友・歌手ソルリさんが自殺したことです。彼女もハラさん同様、ネットで被害にあっていました。ソルリさんはフェミニストで『ブラジャーは私たち女性を締めつけるモノ』と、ノーブラで身体を鍛える姿などをアップ。カレシとの交際写真も堂々と載せていました。そうした態度が反感を買ったんです。彼女の死に接し、ハラさんは『ソルリに会いたい。ソルリのもとに今すぐ行きたい』と号泣したとか。ハラさんの死の原因は、『ウェルテル効果』（有名人の自殺が伝染すること）ではないかとも言われています」

ハラさんの死はソルリさんの自殺から、わずか41日後のことだった。",FRIDAY,ク・ハラ
死亡の元KARAク・ハラさん　近くに手書きのメモ,"
【ソウル聯合ニュース】2016年に解散した韓国ガールズグループKARA（カラ）の元メンバー、ク・ハラさんが24日に自宅で亡くなっていたことに関連し、クさんが自身の境遇を悲観する内容をつづった手書きのメモがリビングのテーブルの上にあったことが分かった。ソウル地方警察庁トップの李龍杓（イ・ヨンピョ）庁長が25日発表した。

　李氏によると、クさんを発見したのは家事手伝いで、鑑識結果や遺族の話などから、現時点でクさんが事件に巻きこまれた疑いはないという。

　死亡推定時刻については、「防犯カメラの映像を分析した結果、24日午前0時35分ごろ帰宅したことが確認され、その後死亡したと推定される」と説明した。

　クさんと親しい関係にあった家事手伝いが、クさんと連絡がつかないことから、自宅を訪問したところクさんを発見したという。",聯合ニュース,ク・ハラ
ウーマン村本、自殺について持論ツイート「彼女が決めたことなら彼女が決めたことを尊重したい」,"
　お笑いコンビ「ウーマンラッシュアワー」の村本大輔（３９）が２５日、自身のツイッターを更新。自殺について当人の決断を「尊重したい」と私見を明かした。【写真】元ＫＡＲＡハラさん死去　前日のインスタに「おやすみ」つづる　村本は「自殺したやつがいたら可哀想とか誰が彼女をこうさせた、とか言うけど彼女が決めたことなら彼女が決めたことを尊重したい。死ぬことを決めたことは他人よりもずっと考えてる」とし、「ご冥福をお祈りします」とつづった。

　その後、ユーザーの「もちろん本人が決めたことなんだけど、だからといって自殺を尊重するのはちょっと。。人の決断はいつも正しいわけないだから。。今はもう何もできない。自殺する人が少しずつ減らすことを祈るだけ　どうか安らかにお眠りください」という投稿に、「人が決めたことを否定されるのが一番辛い。そうなるまで悩んだと言うこと。いいとか悪いの話ではない。尊厳は尊重から来てると思う。みんな死にたくない、けど死んでから可哀想と言われて嬉しい人はいない。自分なら可哀想っていって欲しい？」とし、「言って欲しいならそれもよし、尊重しよう。尊ぶことはそれぐらい重し」「な、はらちゃん」と続けた。

　２４日に韓国の女性グループ「ＫＡＲＡ」の元メンバーで歌手のク・ハラさん（享年２８）が自宅で死亡していたと韓国メディアが報じ、ソウル・江南警察署が自殺の可能性も含めて死因や死に至った経緯など詳しい状況を調べている。",スポーツ報知,ク・ハラ
楽しんご「５日前お会いした時は笑顔」ハラさん悼む,"
タレント楽しんご（40）が24日、インスタグラムを更新し、同日亡くなった韓国のアイドルグループ、KARAの元メンバー、ク・ハラさん（享年28）の死を悼んだ。【写真】亡くなったKARAの元メンバー、ク・ハラさん楽しんごは「5日前、お会いした時は最高の笑顔で握手してくれました」という言葉とともに、ハラさんや仲間らと撮影した記念写真をアップ。「あの時から自殺を考えてたと考えると、とても悲しく思います　人の死は突然だと改めて思います。ご冥福をお祈り申し上げます」と悼んだ。

19日はハラさんの日本全国ツアー最終公演が行われており、ハラさんはツアーグッズとして販売されたTシャツを身に着けて笑みを浮かべている。

ハラさんは24日午後6時すぎ、ソウル市内の自宅で死亡した状態で発見されたと現地メディアが報道。警察当局は自殺の可能性も含めて詳しい状況を調べている。",日刊スポーツ,ク・ハラ
近藤春菜　親交あったハラさん訃報に沈痛　声振り絞り「こんな悲しいニュース…」,"
　お笑いコンビ「ハリセンボン」の近藤春菜（36）が25日、MCを務める日本テレビ「スッキリ」（月～金曜前8・00）に出演。元韓国ガールズグループ「KARA」のハラことク・ハラさんの訃報に触れ「こんな悲しいニュース聞きたくなかった」と涙ぐんだ。

　ハラさんとは、KARA時代からプライベートで交流があったという近藤。「ハラちゃん、私にちょっかい出してきてくれたり。よく笑う子で、素敵な子だった」と振り返った。

　「ソロになられて、最近はいろいろあったけど、日本で活動できるってニュースを聞いたりして、これからやりたいことができるんだなってひと安心していたところに、こういうニュースが入ってきて…」と話すと目を潤ませ、やるせない表情。「こんな悲しいニュース、聞きたくなかったなって…」と声を絞り出し、最後は「と思います」と必死に言葉を続けた。",スポニチアネックス,ク・ハラ
故ク・ハラ、残したメモには身の回りを悲観する内容…警察「他殺の疑いなし」,"
24日午後6時ごろ、遺体で発見されたガールズグループ「KARA」の元メンバーで歌手兼女優ク・ハラ（享年28）について、警察は心境などが書かれた短いメモを発見、遺書かどうかなどを把握している。ハラ（KARA）のプロフィールと写真　ソウル地方警察庁の関係者は25日午前、ソウル警察庁舎で開かれた定例懇談会でこのように明かした。

　警察によるとク・ハラが亡くなった現場で、自筆と推定されるメモが残されていた。ク・ハラの自宅リビングのテーブルの上から発見されたメモの内容は伝えられていないが、警察関係者は「身の回りを悲観する内容が含まれていると把握した」と確認し、「内容は非常に短い」と明らかにした。

　警察関係者は「現場鑑識や遺族の陳述などを総合し、他殺の可能性など犯罪の容疑は、現時点では把握されていない」と付け加えた。

　故ク・ハラに対する司法解剖の可否についてはまだ決定していない。自殺との見方に重きを置いているが、正確な死因把握のための解剖は遺族の同意などが必要だ。

　しかし遺族は、葬儀を静かに執り行うことを望んでいるため、捜査当局が司法解剖主張を推し進めることも難しい状態だ。警察が司法解剖令状を申請する可能性もあるが、社会の慣例から推し進める可能性は低い。警察関係者は「遺族の意見と警察の現場鑑識の結果をもとに、検察と協議して決める」と付け加えた。",WoW!Korea,ク・ハラ
「ク・ハラさんの死に他殺の疑いなし」　警察が発表,"
　【STARNEWS】女性アイドルグループKARAの元メンバー、ク・ハラさんの死をめぐり、他殺の疑いはないことが分かった。 【写真】殯所に掲げられた故ク・ハラの遺影　ニュース1が25日報じたところによると、ソウル地方警察庁はこの日午前、ソウル市西大門区の警察庁庁舎で記者懇談会を開催したという。",朝鮮日報日本語版,ク・ハラ
楽しんご、元KARA・ハラさんの近影公開　ほんの5日前「最高の笑顔で握手して…」,"
　お笑いタレントの楽しんご（40）が24日、自身のインスタグラムを更新。ソウル市内で亡くなった元韓国ガールズグループ「KARA」のハラことク・ハラさんを追悼した。【写真】楽しんごが公開したハラさんの近影　楽しんごは「5日前、お会いした時は最高の笑顔で握手してくれました」とコメントを添え、ハラさんら複数人と撮影した集合写真を掲載。「あの時から自殺を考えてたと考えると、とても悲しく思います人の死は突然だと改めて思います」と悲痛な思いを記し「ご冥福をお祈り申し上げます」と悼んだ。

　25日にはストーリーを更新。同じく集合写真をアップしつつ「嘘だと言って　ショック過ぎて」と沈痛のメッセージを投稿した。 

　聯合ニュースなどによると、24日午後6時ごろ、ハラさんがソウル市江南区の自宅で倒れているのを知人が発見。警察と消防に通報したが、その後死亡が確認された。現地警察は、自殺を図った可能性も念頭に死因を調べている。

　ハラさんは今年、日本でのソロ活動本格化を宣言し、今月13日に新曲「Midnight　Queen」を発売。同14～19日に、4都市6公演の日本ツアーを行ったばかりだった。関係者によると、19日の東京・Zepp　Tokyo公演では満員の客席に感激で涙し「日本で頑張ります！」と力強く語っていた。現在日本在住だがツアー後「用がある」と韓国に戻ったという。亡くなる前日の23日には「おやすみ」と言葉を添えたインスタグラムを更新していた。",スポニチアネックス,ク・ハラ
「花のような年齢なのに残念」　イ・ヨンエがク・ハラさん哀悼,"
【STARNEWS】女優イ・ヨンエがク・ハラさんの死について言及した。 

　イ・ヨンエは25日午前、ソウル市内のウエスティン朝鮮ホテルで開催された映画『私を探して』（キム・スンウ監督）ラウンドインタビューに臨んだ。 【写真】さすがイ・ヨンエ！　上品＆高級感あふれるセンス　江南警察署が24日発表したところによると、ク・ハラさんは自宅で死亡しているのが発見されたという。警察は正確な死因とともに経緯を調べている。 

　イ・ヨンエはインタビューで「とても胸が痛い。SBSのバラエティー番組『家師父一体』を見ていて速報を目にした。彼女（ク・ハラ）はソルリという子と親しい。あまりに早くデビューすると、すぐに揺らいでしまうことがある」と語った。",朝鮮日報日本語版,ク・ハラ
Matt、元KARA・ハラさんを悼む「鳥肌が止まらない」「人を傷つけ　人を追い詰め…」,"
　野球解説者・桑田真澄氏（51）の次男でアーティストのMatt（25）が24日、自身のインスタグラムを更新。ソウル市内で亡くなった元韓国ガールズグループ「KARA」のハラことク・ハラさんを悼んだ。

　ハラさんの訃報が報じられた24日、Mattはインスタグラムのストーリーに「鳥肌が止まらない　知らぬ間に人を傷つけ　人を追い詰めて　予想もつかないところで苦しんでいて　この世にいる意味もわからなくなってしまって。改めてネットの恐ろしさを知った。もう傷つけるのやめようよ　平和に生きようよ」と投稿。そして、ハラさんのネットニュースを張り付け「御冥福をお祈りします」と悼んだ。

　

　聯合ニュースなどによると、24日午後6時ごろ、ハラさんがソウル市江南区の自宅で倒れているのを知人が発見。警察と消防に通報したが、その後死亡が確認された。現地警察は、自殺を図った可能性も念頭に死因を調べている。

　ハラさんは今年、日本でのソロ活動本格化を宣言し、今月13日に新曲「Midnight　Queen」を発売。同14～19日に、4都市6公演の日本ツアーを行ったばかりだった。関係者によると、19日の東京・Zepp　Tokyo公演では満員の客席に感激で涙し「日本で頑張ります！」と力強く語っていた。現在日本在住だがツアー後「用がある」と韓国に戻ったという。亡くなる前日の23日には「おやすみ」と言葉を添えたインスタグラムを更新していた。",スポニチアネックス,ク・ハラ
元KARAのク・ハラさん死亡、自宅で遺体発見,"
［ソウル　24日　ロイター］ - 韓国の女性アイドルグループ「KARA」の元メンバー、ク・ハラさんが24日、ソウル南部にある自宅で死亡しているのが見つかった。28歳だった。聯合ニュースが警察の情報として伝えた。美しかった…ク・ハラさんフォトギャラリー　警察当局のコメントは現時点では得られていない。",シネマトゥデイ,ク・ハラ
元KARAのク・ハラさん訃報に街の声「どんな感情で言葉にしていいかわからない」,"
　韓国の女性グループ・KARAの元メンバーで歌手のク・ハラさんが24日、ソウル市内の自宅で死亡している状態で発見された。28歳だった。

　2008年にKARAのメンバーとして韓国でデビューしたハラさん。日本でも、2011年のNHK紅白歌合戦に出場するなど、若い世代を中心に人気を博していた。

　ハラさんは元交際相手と別れ話のもつれから暴行騒動に発展、今年5月には自宅で意識不明の状態で発見され、自殺未遂と報じられたが、今年6月からは日本の芸能事務所に所属し活動を再開していた。

　突然の訃報に街の人からは「ショックですね、悲しい」「どういう感情で言葉にしていいかわからない」など、沈痛な声があがった。

　死亡する前日にInstagramを更新していたハラさんは、ベッドに横たわる写真とともに、韓国語で「おやすみなさい」と綴っていた。
（AbemaTV／『AbemaNews』より）",AbemaTIMES,ク・ハラ
ハラさん出演予定、30日放送の音楽番組　フジ「内容を一部変更して放送」　サイトから名前消える,"
　元韓国ガールズグループ「KARA」のハラことク・ハラさんがソウル市内で亡くなったことを受け、フジテレビは25日、ハラさんが出演予定だった30日放送のフジテレビ音楽番組「Tune」について「内容を一部変更して放送する」とした。

　同番組の公式サイトでも、30日放送分の出演者について、当初「Hot　Tune」のゲストとして、ハラさんと、YURiKA(24）の2人の名前が記されていたが、YURiKAのみの記載となっている。

　聯合ニュースなどによると、24日午後6時ごろ、ハラさんがソウル市江南区の自宅で倒れているのを知人が発見。警察と消防に通報したが、その後死亡が確認された。現地警察は、自殺を図った可能性も念頭に死因を調べている。

　ハラさんは今年、日本でのソロ活動本格化を宣言し、今月13日に新曲「Midnight　Queen」を発売。同14～19日に、4都市6公演の日本ツアーを行ったばかりだった。関係者によると、19日の東京・Zepp　Tokyo公演では満員の客席に感激で涙し「日本で頑張ります！」と力強く語っていた。現在日本在住だがツアー後「用がある」と韓国に戻ったという。亡くなる前日の23日には「おやすみ」と言葉を添えたインスタグラムを更新していた。",スポニチアネックス,ク・ハラ
ダレノガレ、ク・ハラさん死去に「1日前にもどって彼女のそばにいたかった」,"
　タレントのダレノガレ明美さんが、韓国の女性アイドルグループ・KARAの元メンバーで2019年11月24日に急逝したク・ハラさんへの想いを明かした。

　ハラさんはKARAのメンバーとして日本でも活躍。11月19日にはZepp Tokyoで全国ツアーの最終公演を行っていたが、24日にソウルの自宅で遺体で発見された。

■「猫の話沢山ごはん食べながら話そ！って言ってたのに...」

　ダレノガレさんは訃報が報じられた11月24日にツイッターを更新し、

　　「ク・ハラちゃん...」
　　「なんで...」

と死去に言及。

　　「一緒に頑張ろうね！猫の話沢山ごはん食べながら話そ！って言ってたのに...」
　　「実現する前に...」

と以前会った際に食事の約束などをしていたこと告白。

　　「ハラちゃん...嫌だよ」
　　「1日前にもどって彼女のそばにいたかった」

と悲痛な想いを明かした。

　その後も、「ん...つらい」とツイートしていたダレノガレさん。ツイッターには、

　　「友達だったんですね。すごく悲しいです」
　　「亡くなったなんて信じられませんよね...」

といった声が集まっていた。",J-CASTニュース,ク・ハラ
「ＫＡＲＡ」元メンバーのク・ハラさん死亡、自宅で遺体発見,"
［ソウル　２４日　ロイター］ - 韓国の女性アイドルグループ「ＫＡＲＡ」の元メンバー、ク・ハラさんが２４日、ソウル南部にある自宅で死亡しているのが見つかった。２８歳だった。聯合ニュースが警察の情報として伝えた。

警察当局のコメントは現時点では得られていない。

ハラさんは今年５月、自宅で意識不明の状態で発見され、病院に搬送された。ハラさんはその１カ月後、うつ状態から脱するのが難しいとのコメントを発表、ソーシャルメディアで好意的なコメントを投稿して欲しいなどと訴えていた。

ハラさんは２００８年、「ＫＡＲＡ」のメンバーとしてデビュー。その後は日本でソロ活動を開始し、今月日本でコンサートを行ったばかりだった。",ロイター,ク・ハラ
楽しんご、急死のク・ハラさんの近影を公開し追悼「５日前、お会いした時は最高の笑顔で…」,"
　お笑いタレントで整体師の楽しんご（４０）が２５日までに自身のインスタグラムを更新。自宅で亡くなっていた韓国の女性グループ「ＫＡＲＡ」の元メンバーで歌手のク・ハラさん（享年２８）の近影を公開し、「ご冥福をお祈り申し上げます」と悼んだ。【写真】元ＫＡＲＡハラさん死去　前日のインスタに「おやすみ」　楽しんごは「５日前、お会いした時は最高の笑顔で握手してくれました」とし、両手でピースサインする笑顔のハラさんが中央に写り込んだ集合写真をアップ。

　「あの時から自殺を考えてたと考えると、とても悲しく思います　人の死は突然だと改めて思います」とつづり、「ご冥福をお祈り申し上げます　楽しんご」と結んだ。

　ハラさんは自宅で死亡していたと２４日午後６時過ぎ、韓国メディアが報じた。ソウル・江南警察署が自殺の可能性も含めて死因や死に至った経緯など詳しい状況を調べている。６月から活動の拠点を日本に移し、今月１３日には新曲「Ｍｉｄｎｉｇｈｔ　Ｑｕｅｅｎ」を発売。１４日から１９日まで全国４都市を巡るツアーを開催したばかりだった。",スポーツ報知,ク・ハラ
元KARAハラさん、最期のインスタで「涙」？　ファン「今更気づいても遅いのにね...」,"
　元KARAのク・ハラさん（28）が自宅で死亡しているのが2019年11月24日に発見され、ファンからは悲しみの声が続々と上がっている。

　ハラさんは8日には東京・池袋のサンシャイン噴水広場でイベントを開催。さらに、14日から19日まで福岡、大阪、名古屋、東京でコンサートを開催するなど、死の直前まで精力的に活動していた。各メディアの報道によると、ハラさんは24日18時頃、韓国・ソウルの自宅で死亡した状態で見つかり、現地警察が自殺の可能性も含めて捜査を進めている。ハラさんは5月26日には自宅で意識不明の状態で発見されており、自殺未遂と報じられていた。

■「涙が流れていたことに今気づいた」

　そのハラさんは、11月23日にインスタグラムを更新。寝床に真横に横たわりつつ撮影した自撮り写真で、「チャルジャ」（「おやすみ」の意）とのメッセージが添えられている1枚だ。同投稿には25日12時台でも1分間に複数の投稿が付くなど、ファンの悲しみの大きさが分かる状況となっている。

　最期の1枚となった同写真だが、ハラさんの顔をよくよく見てみると、右目の瞬膜の辺りには涙と思われる光るものがあることが分かる。このため、これに気付いたファンからはツイッターで、　　「ハラちゃんが最後に投稿したインスタの写真に涙が流れていたことに今気づいた　今更気づいても遅いのにね...」「ハラちゃん最後にインスタ投稿したのおやすみって...泣いてるよね...目頭から鼻の方に涙流れてるし」

とのツイートが上がるなど、さらなる悲しみを呼んでいる。

　ハラさんが所属していた「KARA」は2007年にデビューし、韓国と日本で絶大な人気を誇ったほか、2011年の大晦日には「第62回NHK紅白歌合戦」に出場。その後、グループは2016年に活動休止となったが、ハラさんは2019年6月から日本に活動拠点を移していた。

（J-CASTニュ－ス編集部　坂下朋永）",J-CASTニュース,ク・ハラ
元KARAのク・ハラさん、遺体で発見 韓国ソウルの自宅で,"
【AFP＝時事】韓国の女性アイドルグループ「KARA」の元メンバーで歌手のク・ハラ（Goo Hara）さん（28）が24日夕方、首都ソウルの自宅で死亡しているのが見つかった。警察が死因を調べている。【写真】10月に亡くなった韓国女性アイドルのソルリさん　約1か月前には同じくK-POPスターでクさんの親友だったソルリ（Sulli）さんが、長く続いたインターネット上でのいじめを苦に命を絶っている。ソルリさんの死の直後、クさんは写真共有SNSのインスタグラム（Instagram）に友人の死を悲しむ涙ぐましいメッセージを投稿していた。

　クさんは2008年から15年までKARAで活動した後、ソロ活動に入り、今月はソロアルバムに合わせた日本ツアーを行ったばかりだった。

　韓国は自殺率の高い国の一つで、最近の政府統計によると、40歳未満の死因の上位に自殺が挙がっている。【翻訳編集】 AFPBB News",ＡＦＰ＝時事,ク・ハラ
元KARAク・ハラさん自殺か 死亡前日にはSNSに韓国語で「おやすみ」と投稿,"
「ミスター」の大ヒットでNHK紅白歌合戦にも出場した韓国のガールズグループ「KARA」の元メンバー、ク・ハラさんが24日午後６時ごろ、ソウルの自宅で死亡しているのが発見された。28歳だった。遺体を発見したソウル・江南警察署が自殺した可能性も含めて死因を詳しく調べている。

　ハラさんはKARA解散後、韓国と日本を行き来して活動。昨年10月に元恋人から受けたリベンジポルノを告白し、今年５月に自殺未遂が報じられたが、６月から日本で再起。９月には新曲「Midnight Queen」をリリースし、国内ツアーを終えたばかりだった。23日には、みずからのインスタグラムにベッドに寝転がった写真とともに「おやすみ」と投稿していた。

　韓国ではハラさんの親友でf（x）の元メンバーのソルリさんが先月14日に25歳で自殺したばかり。アイドルの相次ぐ死に、衝撃が走っている。",日刊ゲンダイDIGITAL,ク・ハラ
ＮＭＢ４８の吉田朱里「憧れのク・ハラさん、どうか安らかに」哀悼,"
日本ガールズグループＮＭＢ４８のメンバー、吉田朱里がク・ハラさんを哀悼した。

吉田朱里は２５日、自身のインスタグラムストーリーに「テレビで初めて見た時、可愛すぎて一目惚れしてからずっと憧れて大好きだった。今でもＬＩＶＥやＭＶ撮影の前には必ず映像を見て振りつけや表情をマネたりするくらい。これから先もずっと憧れだ。大好き。どうか安らかに」という文章を残した。

ク・ハラさんは２４日午後、ソウル江南区清潭洞（カンナムグ・チョンダムドン）の自宅で遺体で見つかった。この日午後６時３０分に通報が受け付けられ、現在の経緯を調査中だ。

２００８年ＫＡＲＡのメンバーでデビューしたク・ハラさんは『Ｒｏｃｋ　Ｕ』『Ｐｒｅｔｔｙ　Ｇｉｒｌ』『Ｈｏｎｅｙ』『ミスター』『ＬＵＰＩＮ』『Ｊｕｍｐｉｎｇ』などの曲をヒットさせた。国内だけでなくアジア全域で活動し、特に日本で韓流を率いたガールズグループで大人気を集めた。

２０１５年『Ｃｈｏｃｏ　ｃｈｉｐ　Ｃｏｏｋｉｅｓ』を発表してソロでデビューした。歌手活動だけでなく、多数のバラエティ番組に出演し、ドラマ『シティーハンター　ｉｎ　Ｓｅｏｕｌ』などに出演して女優としても活躍した。２０１６年ＫＡＲＡが解散した後にもウェブドラマ、バラエティ番組などを通して着実に大衆と会い、６月日本の所属事務所プロダクション尾木と専属契約を締結して活発に活動した。",中央日報日本語版,ク・ハラ
