title,content,media,keyword
ク・ハラさんの死で浮上した韓国ＳＮＳ問題　玉川徹氏「苛烈なんでしょうね、日本と比べると」,"
　２５日放送のテレビ朝日系「羽鳥慎一モーニングショー」は、韓国の女性アイドルグループ「ＫＡＲＡ」の元メンバーのク・ハラさん（２８）が２４日午後、ソウル市内の自宅で死亡しているのが見つかったことを特集した。

　ハラさんは今年５月に自殺を図ったが、その後、日本の芸能事務所に所属して日本の音楽番組に出演。１９日まで、日本でコンサートを行っており、４日前にはインスタグラムにステージで踊る姿を動画で投稿し、日本語で「皆さん！いい思い出になりました。ありがとうございます。ただいま！」とコメントしていた。また、前日（２３日）にはベッドに横になった写真を添えて韓国語で「おやすみ」と投稿していた。

　警察が自殺の可能性も含めて死因を調べている。番組では韓国芸能界の特殊性として「ＳＮＳでの誹謗中傷」を取り上げた。韓国の芸能人に対する誹謗中傷は社会問題になるほど深刻で、ハラさんも過去の男性のトラブルでうつ病になるほど追い込まれた。またハラさんの親友だった人気アイドルグループ「ｆ（ｘ）」元メンバーのソルリさん（享年２５）が１０月に自殺。ソルリさんの死はＳＮＳでの誹謗中傷が原因とみられていることを挙げ、親友の死が影響したのではないかとの見方があると伝えた。

　羽鳥慎一アナウンサー（４８）は「韓国のＳＮＳは相当、強烈みたいですね」とコメント。タレントの石原良純（５７）は「確かに感情的になりやすい国民性というのがあって、あたりが強すぎるのかもしれないけど、それを受け止めきれなくて、人気のある人が自殺に追い込まれてしまう。ちょっと分かんないですね」と首をかしげた。

　羽鳥アナは「ネットでの名誉毀損の件数は日本は年間１９００件、韓国は１万６０００件ですって」と“桁違い”だと強調。「交際報道が出ると殺害予告も出るんです」と同局の玉川徹氏（５６）に意見を求めた。

　玉川氏は「僕なんかからすれば（ＳＮＳは）バーチャルな世界で、リアルなものとは受け取っていないんですよね。見なきゃ、そこまでだろうと思うんですよ。だけど今の若い人、特に韓国の若い人はＳＮＳの世界がリアルな世界とそれほど違いがないのかもしれないですよね。いま日本でもネットの世界での誹謗中傷から殺人事件というのがありました。バーチャルな世界だから関係ないじゃないと思えなくなっているぐらいＳＮＳが身近になりすぎているのと、（韓国は）苛烈なんでしょうね、日本と比べると」と話した。

　また、ハラさんが日本で活動を再開したことに「うつとかになってしまうと、それとの闘いになってしまう。なるべく、そういうようなところ（ＳＮＳ）から遮断した上でってことなんですけど、でも仕事するでしょ。芸能人でしょ。ＳＮＳは人気のバロメーターでもあるわけだから、職業上、無視できないわけですよ。僕みたいに無視すればいいってわけにはいかない」と“芸能人とＳＮＳの距離の難しさ”があるとした。",東スポWeb,ク・ハラ
女優パク・ミニョンやGIRIBOYら、多くの芸能人が故ク・ハラを哀悼,"
韓国ガールズグループ「KARA」の元メンバーク・ハラがこの世を旅立った中、芸能界では追悼が続いている。ハラ（KARA）のプロフィールと写真　24日、警察によるとク・ハラは午後6時ごろ自宅で遺体で発見された。享年28歳。現在、警察は詳しい死因について調査中だ。このニュースが伝わった後、ク・ハラの芸能界の同僚らは彼女の死を惜しみ、相次ぎ追悼文を掲載した。

　キル・ゴンは本人のSNSにソルリとク・ハラが一緒に撮った写真を載せて「そこでは幸せにね。何がそんなに大変だったの。ただ先輩として、お姉さんとして、祈る人としてごめんね」と綴り、2人の突然の悲しみを哀悼した。

　女優パク・ミニョンは25日、自身のSNSに「最後の道、一緒にできなくてごめんね。わたしにとってはいつも可愛いハラを記憶するよ。気を付けて」と投稿し、故人を追悼した。

　GIRIBOYは「友人だが、先輩のように連絡して何かを聞くと、何度も何かを手助けしようとして、何度も何かをしようとしてくれた温かい人。最近まで何気なく通話したのに、突然こうなり、とても戸惑っている。幸せになってほしい、本当に」という書き込み、ク・ハラの死を悲しんだ。

　ハ・ジェスクも本人のSNSにク・ハラと撮った写真を掲載し「雨音がとても痛い。記事で接したニュースにしばらくぼーっとしていて、何事もなかったように予定された運動をし、何事もなかったように人々と対話もして、ヘンスギの散歩までさせてきたのに。何事もなかったようにすれば誤報だったと、そんなことはなかったと誰かが話してくれると思ったのに。とても悔しい。雨音が本当に身にしみるほど痛い。とても遅くなったけど、今夜は心を一つにして、あなたのために祈るよ」と伝えた。

　この他、カヒやホ・ジウン、DinDin、ハリス、チェ・リナ、ハン・イェスル、チョン・イル、クォン・ヒョクス、英国歌手アン・マリーなども哀悼の意を伝えた。",WoW!Korea,ク・ハラ
ク・ハラさんの死を海外メディアも相次ぎ報道、批判の声も,"
　【edaily】KARAの元メンバー、ク・ハラさんの訃報を受け、日本や米国のメディアも報道し、K-POPスターたちの相次ぐ悲劇をめぐり懸念を抱いている。 【写真】元f(x)ソルリ＆元KARAハラ、美女たちの友情2ショット公開　英国のBBCは25日、ク・ハラさんが死亡したというニュースを報じ、5月に病院でク・ハラさんが治療を受けていた点とともに、ク・ハラさんが同じくK-POPスターだった元f（x）のソルリさんが死亡してからおよそ1カ月後に亡くなったという点を指摘。 

　米誌「バラエティ」は同日、ク・ハラさんの訃報を伝えるとともに、ソルリさんやSHINeeのジョンヒョンさんなど、ほかのK-POPスターたちの相次ぐ死に批判的な論調が目立った。「バラエティ」は「1990年代後半から若いK-POPスターたちが相次いで亡くなっている。多くの人たちがうつ病を患い、華やかな姿の裏では人間の尊厳を踏みにじるような、ひどい産業の兆候が見られていた」と指摘した。",朝鮮日報日本語版,ク・ハラ
Ｍａｔｔ、亡くなったク・ハラさんを追悼「鳥肌が止まらない…改めてネットの恐ろしさを知った」,"
　元巨人投手・桑田真澄さん（５１）の次男で音楽家のＭａｔｔ（マット、２５）が２５日までにインスタグラムを更新し、自宅で亡くなっていた韓国の女性グループ「ＫＡＲＡ」の元メンバーで歌手のク・ハラさん（享年２８）を悼んだ。【写真】Ｍａｔｔ、「すっぴん」　Ｍａｔｔはインスタのストーリーズでハラさんに向け「ご冥福をお祈りします」とコメント。さらに「鳥肌が止まらない　知らぬ間に人を傷つけ　人を追い詰めて　予想もつかないところで苦しんでいて。この世にいる意味もわからなくなってしまって。改めてネットの恐ろしさを知った」とし、「もう傷つけるのやめようよ　平和に生きようよ」と呼びかけた。

　ハラさんは自宅で死亡していたと２４日午後６時過ぎ、韓国メディアが報じた。ソウル・江南警察署が自殺の可能性も含めて死因や死に至った経緯など詳しい状況を調べている。６月から活動の拠点を日本に移し、今月１３日には新曲「Ｍｉｄｎｉｇｈｔ　Ｑｕｅｅｎ」を発売。１４日から１９日まで全国４都市を巡るツアーを開催したばかりだった。

　一方、プライベートではトラブルを抱え、昨年９月には元交際相手と暴行や違法撮影などをめぐって告訴合戦に。今年５月には韓国の自宅で自殺未遂して病院に搬送されていた。",スポーツ報知,ク・ハラ
故ク・ハラ（元KARA）、遺書とみられる直筆メモを自宅で発見… 「遺書」か確認中,"
自宅で遺体で発見されたガールズグループ「KARA」の元メンバーク・ハラ（享年28）が作成したとみられるメモが発見され、警察が遺書かどうかを確認中だとわかった。ハラ（KARA）のプロフィールと写真　25日、ソウル江南警察署などによるとク・ハラが遺体で発見された現場では、彼女が作成して残したとみられるメモが発見されたという。警察は該当メモをク・ハラが直接作成したのか、これを遺書と見ることができるのかどうかなど事実関係を追加で確認中だという。
　
　警察はメモに書かれた内容のうち、遺書とするには「曖昧な部分もある」とみて、確認に乗り出したことがわかった。

　また警察は、ク・ハラの解剖についても検討していると伝えられた。",WoW!Korea,ク・ハラ
「君は輝いていた」　ク・ハラさん訃報受け、芸能界から哀悼の声相次ぐ,"
　KARAの元メンバー、ク・ハラさんの訃報を受け、歌謡界は悲しみに包まれている。 【写真】日本で新譜発売するク・ハラ「前より肯定的なマインドに」　24日午後、ク・ハラさんが自宅で死亡しているのが発見された。故人は今年5月にも自殺を図っており、周囲に与えたショックはよりいっそう大きかった。 

　ク・ハラさんの死を受け、芸能界の仲間たちがソーシャル・ネットワーキング・サービス（SNS）を通じ、哀悼の意を表している。ク・ハラさんとドラマ『シティーハンター in Seoul』（SBS）で共演した女優パク・ミニョンは25日、SNSに「最後の道を共に歩んであげることができなくてごめん…私にとっていつもかわいいハラのことは忘れない。気をつけて、さようなら」と書き込み、ク・ハラさんと一緒に撮った写真を掲載。一方、女優ハン・イェスルもうつむいたまま泣いている絵とともに「胸が張り裂けそう（Breaks my heart）」とつづり、俳優チョン・イルは「Pray for you」という短いメッセージとともにまぶしい空の写真を投稿し、ク・ハラさんの死を悼んだ。 

　また、歌手DinDinは「ハラ。僕がだんだん注目され始めたとき、君は僕を心配してくれ、つらかった連絡してねと言っていたよね。君は本当に美しく輝いていた。だけど僕は何もしてあげることができず、何の力にもなれなくてごめん」とした上で「僕が少しでも力になれたらよかったのに、本当にごめん。すごく腹立たしく、本当に世の中が憎いけど、絶対に幸せになってほしい、そっちの世界では。ごめんね。ありがとう」と切ない気持ちをつづった。",朝鮮日報日本語版,ク・ハラ
Ｍａｔｔ「鳥肌止まらない」元ＫＡＲＡハラさん悼む,"
桑田真澄氏の次男でタレントのMatt（25）が、韓国の人気アイドルグループ、KARAの元メンバー、ク・ハラさんの訃報を受け、「鳥肌が止まらない」との思いをつづった。【写真】ソウル市内の自宅で死亡した状態で発見されたク・ハラさんMattは24日、インスタグラムのストーリーズを更新。ネットでの誹謗（ひぼう）中傷に苦しんでいたともいわれるハラさんの訃報に、「鳥肌が止まらない　知らぬ間に人を傷つけ　人を追い詰めて　予想もつかないところで苦しんでいて　この世にいる意味もわからなくなってしまって。改めてネットの恐ろしさを知った。もう傷つけるのやめようよ　平和に生きようよ」との思いをつづり、「御冥福をお祈りします」と悼んだ。

ハラさんは24日午後6時すぎ、ソウル市内の自宅で死亡した状態で発見されたことが分かった。28歳。警察当局が自殺の可能性も含め詳しい状況を調べている。5月にはソウル市江南区の自宅で意識を失っている状態で発見され、自殺未遂の可能性が報じられた。",日刊スポーツ,ク・ハラ
ダレノガレ嫌だよ、武井壮悲しすぎる　ハラさん哀悼,"
韓国の人気アイドルグループ、KARAの元メンバー、ク・ハラさんの訃報に、日本の芸能界からも驚きと悲しみの声があがっている。【写真】ダレノガレ明美モデルでタレントのダレノガレ明美はツイッターで「ク・ハラちゃん…なんで…一緒に頑張ろうね！猫の話沢山ごはん食べながら話そ！って言ってたのに…実現する前に…ハラちゃん…嫌だよ。1日前にもどって彼女のそばにいたかった」と悲しみをつづった。

タレントの武井壮は「ハラちゃん。。悲しすぎるよ。。ルパンの頃に戻ってもう一度やり直せたら何か変わるんだろうか。。どうか安らかに。。」と哀悼した。

ハラさんは24日午後6時すぎ、ソウル市内の自宅で死亡した状態で発見されたことが分かった。28歳。警察当局が自殺の可能性も含めて詳しい状況を調べている。5月にはソウル市の自宅で意識を失っている状態で発見され、自殺未遂の可能性が報じられていた。",日刊スポーツ,ク・ハラ
故ク・ハラさん自宅で遺書とみられるメモ発見,"
　【STARNEWS】女性アイドルグループKARAの元メンバー、ク・ハラさんの訃報が報じられる中、ク・ハラさんが作成したものとみられるメモが発見された。 【写真】殯所に掲げられた故ク・ハラの遺影　警察などが25日発表したところによると、ク・ハラさんの遺体が発見された現場で、本人が作成したものとみられるメモが見つかったという。",朝鮮日報日本語版,ク・ハラ
故ク・ハラの元恋人、SNS非公開に＝ネットユーザーの悪質コメントが殺到,"
韓国ガールズグループ「KARA」の元メンバー ク・ハラが突然この世を旅立つと元恋人チェ・ジョンボムさんは自身のSNSを非公開にした。ハラ（KARA）のプロフィールと写真　24日、ソウル・江南警察署は故ク・ハラが同日、自宅で遺体で発見されたと伝えた。警察は詳しい死因を調査中だ。

　故ク・ハラ死亡のニュースが伝えられると、一部ネットユーザーは元恋人に矛先を向けた。実際、チェ・ジョンボムさんのSNSには怒りをあらにするネットユーザーらの悪質なコメントが殺到した。

　結局、チェ・ジョンボムさんはSNSを非公開に切り替えた。ク・ハラ死去のニュースによる負担が原因とみられる。",WoW!Korea,ク・ハラ
韓国　けさのニュース（11月25日）,"
◇鉄道スト5日間で終了　労使交渉が妥結

　全国鉄道労働組合（鉄道労組）と韓国鉄道公社（コレール）の労使交渉が25日午前に妥結した。労組は交代制勤務の導入や人員増、賃上げなどを求めて20日午前9時から実施していた無期限のストを撤回し、25日から高速鉄道（KTX）などの通常運行を再開する。ただ、すべての列車の運行が完全に正常化するまでには1～2日を要する見通しだ。

◇文大統領がASEANとの外交を本格化　特別首脳会議きょう開幕

　文在寅（ムン・ジェイン）政権発足後、国内で開催される最大規模の国際会議となる韓・東南アジア諸国連合（ASEAN）特別首脳会議が25日、南部・釜山で開幕する。文大統領は今回の会議を機にASEANとの協力関係を引き上げ、ASEAN・インドなどとの協力を強化する「新南方政策」を本格化するきっかけにしたい考えだ。ソウルでシンガポールのリー・シェンロン首相、ブルネイのボルキア国王と首脳会談してから24日に釜山入りした文大統領は、この日から本格的な首脳会議の日程に入る。

◇大統領府「安倍氏発言、良心の呵責ないか問いたい」

　政府が日本との軍事情報包括保護協定（GSOMIA）終了を条件付きで延期する決定をしたことについて、日本側から「譲歩なしに外交交渉で勝利した」との趣旨の報道が続いている問題で、青瓦台（大統領府）は24日、「意図的に歪曲したもので、牽強付会」と強く反発した。日本メディアの報道によると、安倍晋三首相は韓国によるGSOMIA終了の条件付き延期決定後、「日本は一切譲歩していない」と発言したとされる。これに対し、青瓦台高官は「メディアに報じられた安倍首相の発言が事実なら極めて失望する。日本政府の指導者として果たして良心の呵責（かしゃく）を感じずに言える発言なのか、問わざるを得ない」と指摘した。

◇ク・ハラさん側　午後からファンの弔問受け付け

　2016年に解散した人気ガールズグループKARA（カラ）の元メンバーで、24日に遺体で見つかったク・ハラさん（28）の弔問に訪れるファンのために別途の会場がソウル・江南聖母病院に設置された。クさん側は25日、「静かに葬儀を執り行いたいという遺族の意向により、ファンと報道関係者のための弔問会場を別途に設けた」と説明した。弔問は江南聖母病院葬儀場1号室で同日午後3時から27日午前0時まで受け付ける。

◇米女子ゴルフ最終戦　韓国の金世ヨンが通算10勝目

　米女子ゴルフの今季最終戦となるCMEツアー選手権は25日（日本時間）、米フロリダ州ネープルズのティブロンGC（パー72）で最終ラウンドが行われ、70で回った韓国の金世ヨン（キム・セヨン、26）が通算18アンダーの270で優勝し、ツアー史上最高の賞金150万ドル（約1億6300万円）を獲得した。今季ツアー3勝目を挙げた金は、韓国選手として4人目となる通算10勝目。世界ランキング1位の高真栄（コ・ジンヨン、24）は11位タイに終わったが、賞金女王、最少平均スコアのタイトルを手にした。",聯合ニュース,ク・ハラ
パク・ミニョン、元KARAハラさん悲報に「いつもかわいいハラ、忘れない」,"
　【STARNEWS】女優パク・ミニョンが女性アイドルグループKARAの元メンバーで歌手ク・ハラさんの悲報に哀悼の意を表した。 【写真】 ク・ハラ&パク・ミニョン『シティーハンター』制作発表会　パク・ミニョンは25日、写真共有ソーシャル・ネットワーキング・サービス（SNS）「インスタグラム」に、「最後の道を共に歩んであげることができなくてごめん…私にとっていつもかわいいハラのことは忘れない。気をつけて、さようなら」と書き込み、ク・ハラさんと一緒に写っている写真をアップした。",朝鮮日報日本語版,ク・ハラ
ク・ハラさん関係者「ファンの弔問場所設置　葬儀は非公開」,"
　女性アイドルグループKARAの元メンバーで歌手ク・ハラさんが24日に自宅で死去しているのが発見された。警察はク・ハラさんが死去したことを事実だと認め、「詳しいことについては捜査中だ」としている。 【写真】 ハラ「大胆ハロウィン・ファッション」にドキッ！　これについて、ク・ハラさんの関係者は「あまりにも悲しくやるせないお知らせをすることになってしまった。現在、ハラさんのご遺族や友人・知人の心理的な衝撃や不安が大きい。故人に深い哀悼の意を表します」とのコメントを明らかにした。",朝鮮日報日本語版,ク・ハラ
故ク・ハラ遺族の意向より、ファンのために別途の弔問所設置,"
故ク・ハラ（元KARA）がファンと最後のあいさつを交わすことができることになった。ハラ（KARA）のプロフィールと写真　故ク・ハラ側がファンの弔問を受け付けることに決定した。生前、国内外の多くのファンに愛されていただけに、最後の道でファンの見送りを受けられるよう遺族側が弔問所を別途に設置した。

　故ク・ハラ側は25日「ソウル・江南聖母病院葬儀場1号室で同日午後3時から27日午前0時まで、ファンや報道関係者らの弔問が可能だ。静かに葬儀を執り行いたいという遺族の意向により、別途の弔問所を設置した」と知らせた。

　また「遺族や親族、知人、関係者の方々は、江南セブランス病院の葬儀場で同日午前8時から弔問が可能だ。出棺などすべての手続きは非公開にする」と伝えた。

　故ク・ハラ側は「故人が最後まで安らかに行くことができるよう遺族と共に非公開で執り行われる江南セブランス病院には、訪問や取材を控えていただけますよう切にお願いする。改めて、深く哀悼の意を表する」とした。

　ソウル・警察署によるとク・ハラは去る24日午後6時、ソウル・江南区（カンナムグ）清潭洞（チョンダムドン）の自宅で遺体で発見された。警察は自殺など正確な死亡経緯を調査中だ。",WoW!Korea,ク・ハラ
元ＫＡＲＡのハン・スンヨン側「ク・ハラさんの死去に大きな衝撃、家族のように過ごしてきたが…」,"
ＫＡＲＡ出身女優のハン・スンヨンがク・ハラさんの死去の便りを聞いて大きな衝撃に包まれた。

ハン・スンヨンの所属事務所関係者は２４日、韓国ニッカンスポーツに「ハン・スンヨンがク・ハラさんの死去を聞いて大きな衝撃を受けた。普段家族のように過ごした。家が近くて頻繁に連絡を取り合ったり会ったりしてきた。近ごろもよく会っていたが、このようなことを聞いて残念だ」と伝えた。

ソウル江南（カンナム）警察署刑事課側は「２４日午後６時ごろ、ク・ハラさんが自宅で遺体で見つかった」とし「明確な死因は追加調査中」と明らかにした。通報を受けた警察は直ちに現場に出動、鑑識班など関連部署が状況を確認しており詳しい内容は伝わっていない。

ク・ハラさんは２００８年ＫＡＲＡのメンバーでデビューしてドラマやバラエティ番組に出演するなど韓国と日本を主舞台にして活動してきた。ハン・スンヨンとは２００８年から所属事務所の再契約が満了した２０１６年まで同じＫＡＲＡのメンバーとして活動してきた。",中央日報日本語版,ク・ハラ
「ク・ハラさんの元交際相手」SNSアカウントを非公開に,"
　【STARNEWS】女性アイドルグループKARAの元メンバーで歌手ク・ハラさんの悲報が伝えられている中、元交際相手のチェ・ジョンボム被告がソーシャル・ネットワーキング・サービス（SNS）のアカウントを非公開にした。 【写真】 傷害罪で2度目の公判に臨むチェ・ジョンボム　非公開にする前、チェ・ジョンボム被告はこのアカウントを通じてヘアーショップ開業の告知などをしていた。このアカウントには多数のアンチコメントが寄せられていた。",朝鮮日報日本語版,ク・ハラ
元ＫＡＲＡのク・ハラさん、自宅で遺体発見　５月には自殺未遂,"
（ＣＮＮ）　韓国の首都ソウルの警察によると、女性アイドルグループ「ＫＡＲＡ」のメンバーだったク・ハラさんが２４日、自宅で死亡しているのが見つかった。

警察は死因を明らかにしていないが、２５日昼までに記者会見を開く。

ハラさんは今年５月、インスタグラムに「さようなら」と投稿した後、ソウル市内の自宅で意識不明の状態に陥っているところを発見され、病院へ運ばれた。投稿はその後、削除されたが、心配したファンからのコメントが殺到した。

ハラさんは当時、ファンらに心配をかけて騒がせたことを謝罪すると述べていた。

専門家らによると、韓国の芸能人がインターネット上の中傷にあおられた強い圧力に耐えかね、自殺を図るケースは後を絶たない。

女性アイドルグループ「ｆ（ｘ）」の元メンバー、ソルリさん（２５）は先月、ソウル市内の自宅で亡くなっているのが発見され、警察は自殺との見方を示した。

２０１７年には男性アイドルグループ「ＳＨＩＮｅｅ」のメンバーだったキム・ジョンヒョンさんが自殺していた。",CNN.co.jp,ク・ハラ
ク・ハラさん側　午後からファンの弔問受け付け＝別途の会場設置,"
【ソウル聯合ニュース】韓国ガールズグループKARA（カラ）の元メンバーで、24日に遺体で発見されたク・ハラさん（28）の弔問に訪れるファンのための会場がソウル・江南聖母病院に設置された。

　クさん側は25日、「静かに葬儀を執り行いたいという遺族の意向により、ファンと報道関係者のための弔問会場を別途に設けた」と説明した。弔問は江南聖母病院葬儀場1号室で同日午後3時から27日午前0時まで受け付ける。

　クさんは24日午後、ソウル市内の自宅で遺体となって発見された。",聯合ニュース,ク・ハラ
「ク・ハラさん、日本公演で明るく笑っていたのに」…所属事務所・同僚らの記憶,"
歌手ク・ハラさんが日本で公式的なスケジュールを消化する当時は明るい姿だったという声が伝えられた。

２４日、ク・ハラさんがソウル江南区（カンナムグ）の自宅で遺体で見つかったという報道が韓日両国に伝えられ、ファンたちの追悼が続いている。関連報道は日本のツイッタートレンド１位にのぼり、ヤフージャパンのメインページの記事に上がりアクセスランキングにも入った。

今月１４日から１９日まで日本でツアーコンサートを行ったク・ハラさんを記憶するファンたちは歌っているク・ハラさんの映像を共有して「信じられない。日本でデビューして活発な活動を行ってきたのに」と悲しんだ。また他には「ファンではないが、ＫＡＲＡ世代だった。とても明るくて愛嬌のあった姿が思い出す」とＳＮＳに書き込まれたのもあった。

ある同僚芸能人はツアーのバックステージでク・ハラさんと撮影した写真を掲載して「明るく笑っていた。辛いそぶりを見せなかった」と当時を振り返った。日本所属事務所関係者も現地メディアを通じて「特別な兆候はなかった。非常に元気だった。普段のように舞台を消化し明るかった」と伝えた。

ク・ハラさんは２００８年、ＫＡＲＡでデビューして『Ｐｒｅｔｔｙ　Ｇｉｒｌ』『ミスター』など数多くのヒット曲を出した。韓日両国を行き来しながらドラマや芸能番組にも出演した。昨年９月には元恋人であるチェさんと法的訴訟を繰り広げた。裁判に渡されたチェさんは今年８月に開かれた１審で脅迫・強要・傷害・財物損壊などの疑いで懲役１年６月に執行猶予３年を言い渡された。

チェさんの宣告公判に先立って５月には極端な選択を図って病院に運ばれたこともある。その後、意識を取り戻して頑張って活動したいという意志を見せたが、生前に親友だった故・女優ソルリさんの悲報などで衝撃を勝てずにいたとみられる。警察はク・ハラさんが極端な選択した可能性を念頭に置いて正確な死因と死亡経緯などを調べている。",中央日報日本語版,ク・ハラ
「日本活動を応援したのに」…故ク・ハラさんの悲報に日本列島も追悼,"
歌手ク・ハラさんの悲報に日本のファンたちも大きな衝撃に包まれている中、故人の冥福を祈った。

２４日ヤフージャパンでニュースのアクセスランキングにク・ハラさんの死亡記事が入っていた。ソウル江南（カンナム）警察署によると、ク・ハラさんはこの日午後６時９分ごろ自宅で遺体で発見された。日本のニュースは関連の便りを早く伝えた。ク・ハラさんは現地でグループＫＡＲＡとソロとして大人気を呼んだ。

日本の大衆はヤフージャパンのコメントを通じて「日本で音楽番組に復帰して今後の活躍を期待していたのに」とし、「活動する裏面では相当苦しかったようだ」と残念な気持ちを伝えた。また「ＫＡＲＡでデビューして活動してきた姿を忘れない。冥福を祈る」「残念だ。まだ活躍できるところが十分なのに」「本当に驚いた。死因が知りたい」「この前に日本で歌う姿を見てほっとしたのに、嘘であってほしい」「震災被害に寄付もして日本と身近に過ごしたようだが、ゆっくり休むよように」など故人の死去を悲しんだ。

ク・ハラさんは２００８年、ＫＡＲＡでデビューして『Ｐｒｅｔｔｙ　Ｇｉｒｌ』『ミスター』など数多くのヒット曲を出した。韓日両国を行き来しながらドラマや芸能番組にも出演した。昨年９月には元恋人であるチェさんと法的訴訟を繰り広げた。裁判に渡されたチェさんは今年８月に開かれた１審で脅迫・強要・傷害・財物損壊などの疑いで懲役１年６月に執行猶予３年を言い渡された。

チェさんの宣告公判に先立って５月には極端な選択を図って病院に運ばれたこともある。その後、意識を取り戻して頑張って活動したいという意志を見せたが、生前に親友だった女優ソルリさんの悲報などで衝撃を勝てずにいたとみられる。警察はク・ハラさんが極端な選択した可能性を念頭に置いて正確な死因と死亡経緯などを調べている。",中央日報日本語版,ク・ハラ
親友ソルリさんの死から41日で…元KARAハラさん自宅で遺体発見,"
　女性アイドルグループKARAの元メンバーで歌手のク・ハラさん＝写真＝が24日に死去した。28歳だった。女性アイドルグループf（x）の元メンバーで歌手のソルリさん＝本名：チェ・ジンリ＝が先月14日に25歳で自殺してから41日後のことだった。【写真】元f(x)ソルリ＆元KARAハラ、美女たちの友情2ショット公開　ソウル・江南警察署によると、ク・ハラさんは24日午後6時ごろ、ソウル市江南区清潭洞の自宅で死去しているのが発見された。ク・ハラさんは前日、ソーシャル・メディアにベッドに横たわっている自身の写真と共に「おやすみ」というメッセージを投稿していた。警察はク・ハラさんが自殺をした可能性に重点を置いて正確な死亡経緯を調べている。ク・ハラさんは、インターネット上のアンチコメントに悩まされていて先月自ら命を絶ったソルリさんととても親しかった。ソルリさんの死の直後、ク・ハラさんはソーシャル・メディア上にソルリさんとハグして目を閉じている写真を掲載し、「姉さん（ク・ハラさん）があなた（ソルリさん）の分まで一生懸命生きるから」と書き込んだが、結局ソルリさんの後を追うようにこの世を去ってしまった。自殺が新たな自殺を呼ぶ「ウェルテル効果」ではないかとの見方もある。

　ク・ハラさんもソルリさんのようにこのところ常にアンチコメントに悩まされてきた。特に、昨年9月以降、元交際相手と法廷闘争を繰り広げていたことから、アンチコメントが急増していた。ク・ハラさんは元交際相手から「性関係の動画を流布する」と脅迫された被害者だったが、「ハラさんも元交際相手に暴力を振るった」などの理由で、ネット上には非難の声が寄せられていた。ク・ハラさんの弁護人は、今年8月の元交際相手の一審公判で、「自身の性関係の動画があると言われ、人々がこれを見るかもしれないという恐怖の中で生きている」と言及する場面もあった。",朝鮮日報日本語版,ク・ハラ
女優ソルリさんの分まで生きると言ったのに…元ＫＡＲＡのク・ハラさん、遺体で発見,"
人気アイドルガールズグループ「ＫＡＲＡ」出身の歌手ク・ハラさん（２８）が２４日午後、自宅で遺体で発見された。ソウル江南（カンナム）警察署によると、クさんはこの日午後６時ごろソウル江南区の自宅で呼吸停止の状態で発見された。

警察はクさんが極端な選択をした可能性を念頭に置いて正確な死因を調べている。クさんは前日、自身のインスタグラムにベッドに横になっている写真とともに「お休み」という短いコメントを残した。最後のファンたちとの疎通だったと伝えられる。

これに先立ってクさんは５月にも一度極端な選択を試みて救助されたことがある。ソウル江南区の自宅で意識を失った状態でマネジャーに発見されたが、比較的に早いうちに病院に運ばれて治療を受けた。

クさんは昨年から色々な論議に巻き込まれて厳しい時期を送ったと伝えられる。元恋人のチェさん（２８）とは２審裁判が進行中だった。この事件は昨年８月、チェさんが「ク・ハラから暴行を受けた」として警察に通報して浮上した。この過程でクさんとチェさんは双方暴行だったとしてけがした身体写真をＳＮＳに公開した。真実攻防の中でも一部のネットユーザーはクさんの便りを扱った記事に悪質な書き込みを付けたりもした。その後、盗撮やリベンジポルノの問題まで浮上した。クさんは昨年９月、チェさんを強要と脅迫、性暴行犯罪の処罰などに関する特例法違反の容疑で警察に告訴するに至る。これに先立ち、クさんの極端な選択はこの事件裁判の証人尋問の出席を控えて起きた。

クさんはこのような心的苦痛を経験する過程でも６月には日本の有名所属事務所と専属契約を締結するなど、ファンたちに芸能界活動への意志を見せた。だが、芸能界で代表的な親友と知られた女優ソルリさん（２４）の先月１４日の死亡の便りに相当な衝撃を受けたという。クさんは追悼の映像を掲載したこともある。クさんは映像で「そこで（ソルリが）やりたいように…元気でね」とし、「君の分まで頑張って生きる…」と話した。

それからクさんは１３日、日本で新しいシングル『Ｍｉｄｎｉｇｈｔ　Ｑｕｅｅｎ』を発表するなど、気を引き締めなおして本格的な活動に乗り出すように見えた。翌日（１４日）福岡から１９日東京を最後にする「ＨＡＲＡＺｅｐｐ　Ｔｏｕｒ　２０１９　～ＨＥＬＬＯ～」の公演も成功裏に終えた。",中央日報日本語版,ク・ハラ
