title,content,media,keyword,date
ハリー・スタイルズ、新作『ファイン・ライン』より「アドア・ユー」のMVを公開,"
全米・全英含む55ヵ国で1位を記録する大ヒット作となったソロ・デビュー・アルバム『ハリー・スタイルズ』（2017年）以来、約2年半ぶりとなる新作『ファイン・ライン』を12月13日に全世界同時リリースするハリー・スタイルズが、新曲「アドア・ユー」のミュージックビデオを公開した。Rolling Stone撮り下ろし写真6点｜ハリー・スタイルズ密着取材「心の旅で見つけたもの」MVの監督を務めたのは、テイラー・スウィフト、アリアナ・グランデ、カミラ・カベロ、ビリー・アイリッシュなどの作品で知られるデイヴ・マイヤーズ。ハリーは、エローダ島という架空の島で生まれつき笑うと口から光が出てしまう体質に生まれた少年を熱演。どんどん島で嫌われ者になってしまい、彼の顔から段々笑顔が消えていくようになったある日、海辺で自分と同じように“仲間外れ”になった魚を発見する――という、ファンタジー仕立ての映像に仕上がっている。

今年10月に約2年半ぶりの新曲「ライツ・アップ」をサプライズ・リリースし、ファンを驚かせたハリー。11月には米人気番組「サタデー・ナイト・ライヴ」で司会と音楽ゲストを同時に務め、新曲「ウォーターメロン・シュガー」を世界初披露するなど、精力的に活動中だ。また、アルバム発売日当日の現地時間12月13日に、ロサンゼルスのザ・フォーラムで開催する一夜限りのライブは発表されるや否や、チケットは即日ソールドアウト。2020年4月からはUKを皮切りにヨーロッパ、北米、南米を廻る大規模な「ラヴ・オン・ツアー2020」も予定されている。

＜リリース情報＞

ハリー・スタイルズ
『ファイン・ライン』
2019年12月13日（金）全世界同時発売
SICP-6246 / 2,200円＋税
歌詞・対訳・解説付き
デジパック仕様/初回仕様限定ポスター封入",Rolling Stone Japan,bank,2019年 12月 8日
